DATE,NAME,TIME,TYPE,1M,3M,6M,9M,1Y,2Y,3Y,4Y,5Y,7Y,10Y
2021-02-10,FR007利率互换收盘曲线,16:30,报买,2.3054,2.5793,2.6400,2.6700,2.7050,2.8103,2.9010,2.9852,3.0771,3.1573,3.3023
2021-02-10,FR007利率互换收盘曲线,16:30,均值,2.3087,2.5909,2.6475,2.6763,2.7100,2.8139,2.9068,2.9901,3.0807,3.1849,3.3374
2021-02-10,FR007利率互换收盘曲线,16:30,报卖,2.3119,2.6025,2.6550,2.6825,2.7150,2.8175,2.9125,2.9950,3.0842,3.2125,3.3725
2021-02-09,FR007利率互换收盘曲线,16:30,报买,2.5979,2.5925,2.6310,2.6562,2.6870,2.7850,2.8725,2.9546,3.0571,3.1450,3.2822
2021-02-09,FR007利率互换收盘曲线,16:30,均值,2.6007,2.6025,2.6348,2.6613,2.6881,2.7910,2.8829,2.9653,3.0579,3.1775,3.3200
2021-02-09,FR007利率互换收盘曲线,16:30,报卖,2.6035,2.6125,2.6386,2.6664,2.6891,2.7971,2.8933,2.9759,3.0587,3.2100,3.3578
2021-02-08,FR007利率互换收盘曲线,16:30,报买,2.4849,2.6014,2.6531,2.6750,2.7038,2.8007,2.8844,2.9750,3.0725,3.1613,3.3185
2021-02-08,FR007利率互换收盘曲线,16:30,均值,2.4899,2.6196,2.6628,2.6797,2.7062,2.8054,2.8982,2.9827,3.0756,3.1881,3.3519
2021-02-08,FR007利率互换收盘曲线,16:30,报卖,2.4950,2.6378,2.6725,2.6844,2.7085,2.8102,2.9120,2.9904,3.0787,3.2150,3.3853
2021-02-07,FR007利率互换收盘曲线,16:30,报买,2.4370,2.5850,2.6125,2.6275,2.6750,2.7800,2.8575,2.9450,3.0400,3.1500,3.2775
2021-02-07,FR007利率互换收盘曲线,16:30,均值,2.4439,2.6100,2.6375,2.6538,2.6825,2.7888,2.8738,2.9588,3.0425,3.1738,3.3088
2021-02-07,FR007利率互换收盘曲线,16:30,报卖,2.4509,2.6350,2.6625,2.6800,2.6900,2.7975,2.8900,2.9725,3.0450,3.1975,3.3400
2021-02-05,FR007利率互换收盘曲线,16:30,报买,2.4129,2.6023,2.6475,2.6675,2.6860,2.7852,2.8800,2.9596,3.0465,3.1559,3.3027
2021-02-05,FR007利率互换收盘曲线,16:30,均值,2.4174,2.6183,2.6550,2.6725,2.6875,2.7901,2.8838,2.9642,3.0475,3.1742,3.3232
2021-02-05,FR007利率互换收盘曲线,16:30,报卖,2.4218,2.6344,2.6625,2.6775,2.6890,2.7950,2.8875,2.9689,3.0485,3.1925,3.3437
2021-02-04,FR007利率互换收盘曲线,16:30,报买,2.3992,2.6050,2.6450,2.6650,2.6817,2.7800,2.8700,2.9500,3.0356,3.1463,3.2900
2021-02-04,FR007利率互换收盘曲线,16:30,均值,2.4034,2.6200,2.6522,2.6705,2.6852,2.7847,2.8747,2.9561,3.0370,3.1655,3.3105
2021-02-04,FR007利率互换收盘曲线,16:30,报卖,2.4076,2.6350,2.6594,2.6759,2.6886,2.7893,2.8793,2.9623,3.0385,3.1846,3.3310
2021-02-03,FR007利率互换收盘曲线,16:30,报买,2.2538,2.5668,2.6157,2.6373,2.6577,2.7547,2.8422,2.9266,3.0095,3.1168,3.2478
2021-02-03,FR007利率互换收盘曲线,16:30,均值,2.2613,2.5938,2.6249,2.6437,2.6606,2.7599,2.8495,2.9305,3.0111,3.1316,3.2736
2021-02-03,FR007利率互换收盘曲线,16:30,报卖,2.2688,2.6209,2.6340,2.6500,2.6635,2.7650,2.8568,2.9345,3.0127,3.1464,3.2994
2021-02-02,FR007利率互换收盘曲线,16:30,报买,2.3502,2.5325,2.5625,2.5700,2.5900,2.6900,2.7725,2.8550,2.9425,3.0500,3.1825
2021-02-02,FR007利率互换收盘曲线,16:30,均值,2.3533,2.5438,2.5675,2.5750,2.5925,2.6935,2.7800,2.8619,2.9442,3.0650,3.2075
2021-02-02,FR007利率互换收盘曲线,16:30,报卖,2.3564,2.5550,2.5725,2.5800,2.5950,2.6970,2.7875,2.8688,2.9458,3.0800,3.2325
2021-02-01,FR007利率互换收盘曲线,16:30,报买,3.0320,2.6215,2.5775,2.5775,2.5900,2.6818,2.7598,2.8438,2.9299,3.0338,3.1625
2021-02-01,FR007利率互换收盘曲线,16:30,均值,3.0339,2.6283,2.5863,2.5850,2.5913,2.6834,2.7662,2.8457,2.9312,3.0507,3.1900
2021-02-01,FR007利率互换收盘曲线,16:30,报卖,3.0357,2.6350,2.5950,2.5925,2.5925,2.6850,2.7725,2.8475,2.9325,3.0675,3.2175
2021-01-29,FR007利率互换收盘曲线,16:30,报买,2.7000,2.6788,2.6250,2.6097,2.6236,2.7102,2.7900,2.8637,2.9478,3.0500,3.1850
2021-01-29,FR007利率互换收盘曲线,16:30,均值,2.9000,2.6894,2.6325,2.6163,2.6268,2.7152,2.7973,2.8705,2.9502,3.0691,3.2098
2021-01-29,FR007利率互换收盘曲线,16:30,报卖,3.1000,2.7000,2.6400,2.6228,2.6300,2.7202,2.8046,2.8773,2.9525,3.0882,3.2346
2021-01-28,FR007利率互换收盘曲线,16:30,报买,3.0462,2.6727,2.6125,2.6150,2.6361,2.7300,2.8050,2.8775,2.9625,3.0525,3.2025
